Korszak_Filter,Konfliktus_Filter,Terep_Filter,Matching_Categories_Sorted_String,Image_names,Categories_to_be_generated,Images-to-be-generated,Substring_Count
Második Világháború,Spanyol Polgárháború,Városi Harc,Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Dzsungel/Trópusi Erdő,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Hegyi Terep,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Sivatag,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png,4
Második Világháború,Szovjet-Afgán Háború,Sztyeppe,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Tundra/Havas Táj,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Szovjet-Afgán Háború,Városi Harc,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Téli háború,Mérsékelt Övi Síkság/Dombvidék,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,2
Második Világháború,Téli háború,Sztyeppe,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,2
Második Világháború,Téli háború,Tundra/Havas Táj,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,2
Második Világháború,Téli háború,Városi Harc,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,Ágyú löveg|Ágyú löveg,howizer.png|howizer.png,2
Második Világháború,Vietnámi Háború,Dzsungel/Trópusi Erdő,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Vietnámi Háború,Hegyi Terep,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Karakterek|Karakterek|Karakterek,tank.png|katona.png|howizer.png|katona.png|katona.png|katona.png,6
Második Világháború,Vietnámi Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Vietnámi Háború,Partraszállás/Vízközeli,Hajók|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|tank.png|tank.png|katona.png|katona.png,Hajók|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|tank.png|tank.png|katona.png|katona.png,5
Második Világháború,Vietnámi Háború,Sivatag,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Vietnámi Háború,Sztyeppe,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Vietnámi Háború,Tundra/Havas Táj,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Vietnámi Háború,Városi Harc,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Vietnámi Háború,Vízközeli,Hajók|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|tank.png|tank.png|katona.png|katona.png,Hajók|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|tank.png|tank.png|katona.png|katona.png,5
Második Világháború,Öbölháború (első),Partraszállás/Vízközeli,Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|hajo.png|tank.png|tank.png|tank.png,Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|hajo.png|tank.png|tank.png|tank.png,5
Második Világháború,Öbölháború (első),Vízközeli,Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|hajo.png|tank.png|tank.png|tank.png,Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|hajo.png|tank.png|tank.png|tank.png,5
Világháborúk Közötti Időszak,Első Világháború,Mérsékelt Övi Síkság/Dombvidék,Autók|Ágyú löveg,car.png|howizer.png,Autók|Ágyú löveg,car.png|howizer.png,2
Világháborúk Közötti Időszak,Első Világháború,Városi Harc,Autók|Ágyú löveg,car.png|howizer.png,Autók|Ágyú löveg,car.png|howizer.png,2
Világháborúk Közötti Időszak,Második Világháború,Mérsékelt Övi Síkság/Dombvidék,Autók|Harcjármű|Ágyú löveg|Épületek,car.png|tank.png|howizer.png,Autók|Harcjármű|Ágyú löveg|Épületek,car.png|tank.png|howizer.png,3
Világháborúk Közötti Időszak,Második Világháború,Partraszállás/Vízközeli,Repülő modellek|Repülő modellek,plane.png|plane.png,Repülő modellek|Repülő modellek,plane.png|plane.png,2
Világháborúk Közötti Időszak,Második Világháború,Városi Harc,Autók|Ágyú löveg,car.png|howizer.png,Autók|Ágyú löveg,car.png|howizer.png,2
Világháborúk Közötti Időszak,Második Világháború,Vízközeli,Repülő modellek|Repülő modellek,plane.png|plane.png,Repülő modellek|Repülő modellek,plane.png|plane.png,2
Világháborúk Közötti Időszak,Spanyol Polgárháború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Ágyú löveg,tank.png|howizer.png,Harcjármű|Ágyú löveg,tank.png|howizer.png,2
